hours,day,hour_of_day,city,pressure,air_temp,ground_temp,velocity_x,velocity_y,windspeed,damage
2173,91,12,Bayes Bay,1.0408,-0.0013,-0.0017,-0.1344,-0.0657,0.1496,1.821
2173,91,12,Tensorburg,1.0598,-0.0052,-0.0038,-0.1311,0.0445,0.1385,1.7399
2173,91,12,Sparseville,1.0413,0.0028,0.003,-0.1177,-0.0663,0.1352,1.7175
2173,91,12,GANopolis,1.0502,-0.0012,-0.0017,-0.0937,-0.0302,0.0986,1.4836
2174,91,13,Offshore B,1.0673,-0.0004,0.0006,-0.1366,-0.0165,0.1376,1.734
2174,91,13,Tensorburg,1.0709,-0.0064,-0.0048,-0.1305,0.0392,0.1363,1.725
2174,91,13,ReLU Ridge,1.0556,-0.0001,0.0002,-0.1498,0.0627,0.1624,1.9153
2174,91,13,Bayes Bay,1.0447,-0.0008,-0.0009,-0.1553,-0.0775,0.1736,2.0025
2174,91,13,GANopolis,1.0446,0.0014,0.0005,-0.0659,-0.0099,0.069,1.32
2174,91,13,Offshore A,1.0727,-0.0031,-0.0016,-0.0721,-0.0241,0.0761,1.3556
2174,91,13,Gradient Grove,1.0224,-0.0003,-0.0016,-0.0095,-0.1615,0.162,1.9163
2174,91,13,Sparseville,1.0628,0.0041,0.0047,-0.1089,-0.0434,0.1173,1.5997
2175,91,14,Bayes Bay,1.0596,0.0004,0.0008,-0.1555,-0.0718,0.1713,1.9839
2175,91,14,Offshore B,1.0761,-0.001,0.0003,-0.1294,-0.0045,0.1295,1.6791
2175,91,14,Gradient Grove,1.0205,-0.0011,-0.0026,-0.049,-0.2203,0.226,2.4767
2175,91,14,Sparseville,1.0714,0.0031,0.0041,-0.0853,-0.0233,0.0885,1.4252
2175,91,14,Offshore A,1.0795,-0.0016,-0.0005,-0.0695,-0.0303,0.0759,1.3548
2175,91,14,ReLU Ridge,1.0772,0.0012,0.002,-0.1351,0.0463,0.1429,1.7714
2175,91,14,Tensorburg,1.0866,-0.0031,-0.0015,-0.1163,0.0351,0.1215,1.6261
2175,91,14,GANopolis,1.0544,0.0015,0.0003,-0.0263,0.0708,0.0782,1.3723
2176,91,15,ReLU Ridge,1.0952,0.0017,0.0027,-0.1161,0.0303,0.1201,1.6173
2176,91,15,GANopolis,1.0673,-0.0006,-0.0018,-0.0035,0.1429,0.143,1.7751
2176,91,15,Bayes Bay,1.0755,-0.0024,-0.0016,-0.1509,-0.0597,0.1623,1.9139
2176,91,15,Offshore B,1.0875,-0.0036,-0.0023,-0.1173,0.0075,0.1176,1.6008
2176,91,15,Gradient Grove,1.046,-0.0012,-0.0026,-0.1259,-0.2184,0.2549,2.78
2176,91,15,Sparseville,1.079,-0.0021,-0.0022,-0.0812,-0.0076,0.0818,1.3869
2176,91,15,Offshore A,1.0816,0.0004,0.001,-0.0575,-0.0317,0.0657,1.3006
2176,91,15,Tensorburg,1.0964,0.0005,0.002,-0.1062,0.0372,0.1126,1.5688
2177,91,16,Tensorburg,1.1011,0.0033,0.0046,-0.0958,0.043,0.1051,1.5223
2177,91,16,Offshore A,1.0804,0.0012,0.0014,-0.0575,-0.0208,0.0614,1.2783
2177,91,16,Gradient Grove,1.0953,-0.0011,-0.0022,-0.106,-0.1113,0.1539,1.8608
2177,91,16,GANopolis,1.0909,-0.0009,-0.0018,-0.0389,0.143,0.1511,1.8328
2177,91,16,Sparseville,1.0898,-0.0024,-0.0028,-0.0967,0.0271,0.1011,1.4998
2177,91,16,Bayes Bay,1.0919,-0.0047,-0.0037,-0.1355,-0.0498,0.1443,1.7818
2177,91,16,ReLU Ridge,1.0903,0.0014,0.0023,-0.0889,0.026,0.0928,1.4497
2177,91,16,Offshore B,1.1003,-0.0037,-0.0026,-0.1054,0.0197,0.1073,1.5362
2178,91,17,Offshore B,1.1015,-0.0019,-0.0011,-0.0996,0.0324,0.1048,1.5208
2178,91,17,Tensorburg,1.1081,0.0015,0.0024,-0.0905,0.0516,0.1042,1.5169
2178,91,17,Sparseville,1.0967,-0.0034,-0.0037,-0.124,0.0586,0.1372,1.7319
2178,91,17,ReLU Ridge,1.1013,0.0003,0.0009,-0.08,0.0284,0.0849,1.4047
2178,91,17,GANopolis,1.0904,0.0015,0.0009,-0.0674,0.0872,0.1103,1.5549
2178,91,17,Gradient Grove,1.0859,-0.0011,-0.0018,-0.0993,-0.0741,0.1252,1.6505
2178,91,17,Offshore A,1.0902,0.0017,0.0017,-0.0637,-0.0121,0.0649,1.2966
2178,91,17,Bayes Bay,1.107,-0.0028,-0.0018,-0.1204,-0.0422,0.1276,1.6662
2179,91,18,Tensorburg,1.1139,-0.0019,-0.0014,-0.0955,0.0519,0.1087,1.5448
2179,91,18,Sparseville,1.1028,-0.003,-0.0031,-0.1374,0.0478,0.1456,1.7903
2179,91,18,Offshore A,1.1069,0.0028,0.0027,-0.0653,-0.0042,0.0654,1.2992
2179,91,18,Offshore B,1.1036,-0.0013,-0.0009,-0.0951,0.04,0.1032,1.5111
2179,91,18,Bayes Bay,1.1155,-0.0012,-0.0006,-0.1091,-0.04,0.1162,1.5916
2179,91,18,GANopolis,1.1138,0.0034,0.0031,-0.092,0.0783,0.1211,1.6233
2179,91,18,ReLU Ridge,1.1086,-0.0029,-0.0026,-0.0746,0.0188,0.0773,1.3622
2179,91,18,Gradient Grove,1.1125,-0.0017,-0.002,-0.1216,-0.0486,0.1311,1.6906
2180,91,19,Tensorburg,1.0834,-0.0053,-0.0052,-0.0978,0.0208,0.1012,1.4993
2180,91,19,Bayes Bay,1.0862,-0.0035,-0.0034,-0.1005,-0.0126,0.1027,1.5086
2180,91,19,Offshore B,1.1119,-0.0028,-0.0027,-0.1044,0.0145,0.106,1.5285
2180,91,19,ReLU Ridge,1.1098,-0.0051,-0.005,-0.0948,-0.0049,0.0954,1.4657
2180,91,19,Gradient Grove,1.1237,-0.0019,-0.0019,-0.0933,-0.0277,0.0975,1.4781
2180,91,19,Sparseville,1.1053,0.0005,0.0005,-0.1178,0.0122,0.1191,1.6128
2180,91,19,GANopolis,1.1145,0.0026,0.0026,-0.1153,0.078,0.1392,1.7468
2180,91,19,Offshore A,1.1221,0.0038,0.0037,-0.0837,-0.0079,0.0841,1.4009
2181,91,20,Offshore A,1.1027,0.0044,0.0046,-0.1164,-0.0128,0.1171,1.598
2181,91,20,Bayes Bay,1.0403,-0.006,-0.0062,-0.1115,0.0389,0.1186,1.6085
2181,91,20,Tensorburg,1.0446,-0.0051,-0.0054,-0.1161,-0.0259,0.1193,1.6127
2181,91,20,GANopolis,1.0821,0.0016,0.0018,-0.15,0.063,0.1643,1.9306
2181,91,20,Sparseville,1.0537,0.0024,0.0023,-0.0816,-0.0319,0.0888,1.4264
2181,91,20,Offshore B,1.0754,-0.0043,-0.0045,-0.1137,-0.0208,0.1159,1.5899
2181,91,20,Gradient Grove,1.0925,0.0001,0.0001,-0.0705,-0.0022,0.0708,1.3287
2181,91,20,ReLU Ridge,1.0823,-0.0054,-0.0054,-0.1332,-0.0252,0.1356,1.7215
2182,91,21,GANopolis,1.0371,0.0017,0.0022,-0.1161,-0.026,0.1199,1.6171
2182,91,21,Gradient Grove,1.0132,0.0028,0.0026,-0.036,0.0119,0.038,1.1646
2182,91,21,Bayes Bay,1.0285,-0.0048,-0.0052,-0.1223,0.0491,0.1318,1.6943
2182,91,21,Offshore B,1.0154,-0.0034,-0.0038,-0.129,-0.034,0.1335,1.7069
2182,91,21,Tensorburg,1.0363,-0.0018,-0.0024,-0.1313,-0.0347,0.1358,1.7217
2182,91,21,Offshore A,1.0256,0.0036,0.0042,-0.1195,-0.0068,0.1197,1.6144
2182,91,21,ReLU Ridge,1.0171,-0.0062,-0.0063,-0.1418,-0.0321,0.1454,1.7894
2182,91,21,Sparseville,1.03,0.0003,0.0,-0.0995,-0.0537,0.1131,1.5738
2183,91,22,GANopolis,1.007,0.0019,0.0029,-0.0963,-0.0306,0.1011,1.4985
2183,91,22,Bayes Bay,0.9785,0.0,-0.0005,-0.1158,0.0677,0.1342,1.7113
2183,91,22,Sparseville,0.9838,-0.0009,-0.0012,-0.1304,-0.0531,0.141,1.7578
2183,91,22,Gradient Grove,0.9964,0.004,0.0033,-0.0365,-0.0021,0.037,1.1596
2183,91,22,Offshore B,0.9896,-0.0006,-0.001,-0.1542,-0.03,0.1572,1.8753
2183,91,22,ReLU Ridge,0.9971,-0.0061,-0.0062,-0.1271,-0.0196,0.1288,1.6738
2183,91,22,Offshore A,1.0101,0.001,0.0022,-0.1151,0.0046,0.1152,1.5856
2183,91,22,Tensorburg,0.9933,0.0007,-0.0003,-0.1494,-0.0511,0.158,1.8829
2184,91,23,Bayes Bay,0.961,0.002,0.0014,-0.1345,0.0885,0.161,1.9045
2184,91,23,GANopolis,0.9876,0.0021,0.0033,-0.0928,-0.0188,0.0947,1.461
2184,91,23,Offshore A,0.986,-0.0011,0.0005,-0.1104,0.0112,0.111,1.5589
2184,91,23,Tensorburg,0.9774,0.0003,-0.001,-0.186,-0.0619,0.1963,2.1929
2184,91,23,ReLU Ridge,0.9741,-0.0048,-0.005,-0.1192,0.0026,0.1195,1.6133
2184,91,23,Gradient Grove,0.9729,0.0007,-0.0006,-0.0407,-0.0219,0.0467,1.2053
2184,91,23,Sparseville,0.9687,-0.0002,-0.0001,-0.1424,-0.0369,0.1472,1.8018
2184,91,23,Offshore B,0.9686,0.0005,0.0015,-0.1519,-0.0102,0.1523,1.8395
2185,92,0,GANopolis,0.9693,0.0016,0.0028,-0.0729,-0.005,0.0732,1.3405
2185,92,0,Offshore A,0.9714,-0.0023,-0.0004,-0.1044,0.0159,0.1056,1.5255
2185,92,0,Offshore B,0.9616,-0.0019,0.0002,-0.1322,0.006,0.1324,1.6993
2185,92,0,Bayes Bay,0.9424,0.0009,0.0003,-0.1524,0.0937,0.179,2.0465
2185,92,0,Tensorburg,0.9616,-0.0016,-0.0032,-0.1576,-0.0852,0.1792,2.0492
2185,92,0,Gradient Grove,0.9603,-0.0029,-0.0047,-0.0321,-0.0393,0.0509,1.2258
2185,92,0,ReLU Ridge,0.9586,-0.0034,-0.0035,-0.1044,0.0291,0.1087,1.5445
2185,92,0,Sparseville,0.9565,-0.0008,-0.0003,-0.1233,-0.0303,0.127,1.6638
2186,92,1,ReLU Ridge,0.9473,-0.0009,-0.0009,-0.101,0.053,0.1142,1.5791
2186,92,1,Bayes Bay,0.9302,0.0008,0.0005,-0.1672,0.083,0.1867,2.1102
2186,92,1,Tensorburg,0.9484,-0.0019,-0.0035,-0.1604,-0.0477,0.1681,1.9592
2186,92,1,GANopolis,0.9558,-0.001,0.0001,-0.0606,0.0104,0.0617,1.28
2186,92,1,Offshore A,0.963,-0.0,0.002,-0.0935,0.0192,0.0955,1.4651
2186,92,1,Offshore B,0.9529,-0.0036,-0.0016,-0.1034,0.0188,0.1052,1.5238
2186,92,1,Gradient Grove,0.9517,-0.0051,-0.0071,-0.0289,-0.0323,0.0437,1.1912
2186,92,1,Sparseville,0.943,-0.0032,-0.0025,-0.0842,-0.0343,0.0911,1.441
2187,92,2,ReLU Ridge,0.9304,0.0024,0.0025,-0.0994,0.0709,0.1221,1.6297
2187,92,2,Tensorburg,0.9374,-0.0015,-0.0029,-0.1698,-0.0077,0.1701,1.9746
2187,92,2,Gradient Grove,0.9397,-0.005,-0.0071,-0.0412,-0.0046,0.0425,1.1854
2187,92,2,Offshore B,0.9444,-0.0026,-0.001,-0.086,0.0313,0.0917,1.4431
2187,92,2,Sparseville,0.9304,-0.0043,-0.0038,-0.0402,-0.0435,0.0606,1.2748
2187,92,2,Bayes Bay,0.9297,0.0008,0.001,-0.1537,0.0731,0.1702,1.9764
2187,92,2,Offshore A,0.949,0.0028,0.0049,-0.0827,0.0213,0.0854,1.4075
2187,92,2,GANopolis,0.9345,-0.0018,-0.0011,-0.0409,0.0274,0.0498,1.2205
2188,92,3,Tensorburg,0.93,-0.0009,-0.0018,-0.1647,0.0023,0.1647,1.9326
2188,92,3,Sparseville,0.9067,-0.0024,-0.0024,-0.0138,-0.0698,0.0712,1.3308
2188,92,3,Bayes Bay,0.9282,0.0,0.0007,-0.1345,0.0657,0.1497,1.82
2188,92,3,ReLU Ridge,0.9256,0.0037,0.0039,-0.0994,0.0802,0.1278,1.667
2188,92,3,Offshore B,0.9323,-0.0004,0.0005,-0.0692,0.0441,0.0823,1.39
2188,92,3,GANopolis,0.9228,0.0002,0.0004,-0.0306,0.0398,0.0502,1.2226
2188,92,3,Offshore A,0.9422,0.005,0.0068,-0.0685,0.0214,0.0717,1.3327
2188,92,3,Gradient Grove,0.9395,-0.0046,-0.0065,-0.0701,0.0052,0.0704,1.3263
2189,92,4,GANopolis,0.9172,0.0029,0.0025,-0.0412,0.0356,0.0548,1.2453
2189,92,4,Offshore A,0.9288,0.0056,0.007,-0.0505,0.0178,0.0536,1.2394
2189,92,4,Bayes Bay,0.9291,-0.0002,0.0006,-0.1165,0.0553,0.129,1.6759
2189,92,4,Sparseville,0.9091,-0.0003,-0.0007,-0.0283,-0.1052,0.1092,1.5492
2189,92,4,ReLU Ridge,0.9171,0.0007,0.0009,-0.0971,0.0824,0.1274,1.6646
2189,92,4,Tensorburg,0.9217,-0.0003,-0.0007,-0.1601,0.0047,0.1601,1.8976
2189,92,4,Gradient Grove,0.9325,-0.0056,-0.0072,-0.1075,-0.014,0.1085,1.5453
2189,92,4,Offshore B,0.9233,0.0015,0.0019,-0.0607,0.0583,0.0842,1.4003
2190,92,5,Sparseville,0.9109,0.0018,0.0012,-0.0664,-0.1289,0.1454,1.7905
2190,92,5,Gradient Grove,0.926,-0.0065,-0.0075,-0.1382,-0.0235,0.1402,1.7527
2190,92,5,Offshore B,0.9103,0.0021,0.0021,-0.0669,0.0679,0.0953,1.4643
2190,92,5,Offshore A,0.9156,0.0051,0.0059,-0.0272,0.0083,0.0285,1.1218
2190,92,5,GANopolis,0.9226,0.0019,0.0011,-0.0638,0.0261,0.069,1.3182
2190,92,5,Bayes Bay,0.9269,0.0018,0.0024,-0.0945,0.0416,0.1032,1.512
2190,92,5,ReLU Ridge,0.9163,-0.0006,-0.0005,-0.0919,0.0769,0.1198,1.6151
2190,92,5,Tensorburg,0.9193,0.0003,0.0002,-0.1489,0.0045,0.149,1.8148
2191,92,6,Offshore A,0.9011,0.0028,0.0025,-0.0135,-0.0075,0.0157,1.0651
2191,92,6,Tensorburg,0.9122,0.0009,0.001,-0.1396,0.0047,0.1397,1.7485
2191,92,6,GANopolis,0.9196,-0.0023,-0.003,-0.0751,0.0284,0.0803,1.3789
2191,92,6,ReLU Ridge,0.9102,0.0022,0.0022,-0.0824,0.0655,0.1053,1.5239
2191,92,6,Gradient Grove,0.9135,-0.0042,-0.0046,-0.1558,-0.0198,0.1571,1.8746
2191,92,6,Sparseville,0.9072,0.0011,0.0006,-0.1183,-0.1218,0.1705,1.9781
2191,92,6,Bayes Bay,0.9153,0.0035,0.0037,-0.0793,0.0281,0.0842,1.4006
2191,92,6,Offshore B,0.9043,0.0022,0.0021,-0.0882,0.0714,0.1137,1.5761
2192,92,7,Offshore B,0.8941,0.0015,0.0015,-0.1037,0.045,0.1138,1.5767
2192,92,7,Gradient Grove,0.8995,0.0019,0.0021,-0.1356,-0.0069,0.1358,1.728
2192,92,7,Sparseville,0.9008,-0.0009,-0.0011,-0.1348,-0.0634,0.1501,1.8252
2192,92,7,GANopolis,0.9189,-0.0053,-0.0056,-0.071,0.0414,0.0823,1.3897
2192,92,7,Bayes Bay,0.8977,0.002,0.0021,-0.0926,0.0104,0.0934,1.4533
2192,92,7,ReLU Ridge,0.9003,0.0055,0.0055,-0.0804,0.0352,0.0889,1.4273
2192,92,7,Offshore A,0.9008,0.0016,0.0014,-0.0368,-0.0149,0.04,1.1747
2192,92,7,Tensorburg,0.8954,0.0016,0.0017,-0.1246,0.0061,0.1247,1.6474
2193,92,8,Offshore B,0.9239,0.001,0.001,-0.0938,-0.014,0.096,1.4685
2193,92,8,Offshore A,0.9261,-0.0026,-0.0025,-0.1011,0.0023,0.1014,1.5057
2193,92,8,ReLU Ridge,0.8997,0.0053,0.0053,-0.1001,-0.0076,0.1007,1.4975
2193,92,8,Tensorburg,0.8844,0.0031,0.003,-0.0957,-0.0015,0.0958,1.4684
2193,92,8,GANopolis,0.9115,-0.0049,-0.0048,-0.0778,0.025,0.0827,1.392
2193,92,8,Sparseville,0.9157,-0.003,-0.0029,-0.0977,0.0006,0.0988,1.4879
2193,92,8,Bayes Bay,0.8962,-0.0017,-0.0016,-0.1066,0.003,0.1067,1.5322
2193,92,8,Gradient Grove,0.8985,0.0029,0.0027,-0.093,0.001,0.0931,1.451
2194,92,9,Bayes Bay,0.9566,-0.002,-0.0018,-0.105,0.0155,0.1062,1.5294
2194,92,9,Offshore A,0.9668,-0.0057,-0.005,-0.1432,0.0225,0.1449,1.7858
2194,92,9,Tensorburg,0.9496,0.0048,0.0043,-0.0797,-0.0153,0.0811,1.3837
2194,92,9,ReLU Ridge,0.9547,0.0012,0.0014,-0.1213,-0.0219,0.1233,1.6378
2194,92,9,Sparseville,0.9522,-0.0043,-0.0042,-0.0552,0.0353,0.066,1.302
2194,92,9,Offshore B,0.9501,0.0011,0.0009,-0.0682,-0.0583,0.0903,1.4353
2194,92,9,Gradient Grove,0.9579,0.0009,0.0002,-0.11,-0.0028,0.1101,1.5535
2194,92,9,GANopolis,0.9725,-0.0029,-0.0022,-0.0915,0.0004,0.0916,1.4423
2195,92,10,Offshore A,1.0057,-0.0073,-0.0062,-0.1251,0.024,0.1274,1.6646
2195,92,10,Tensorburg,1.0034,0.0034,0.0025,-0.1018,-0.0166,0.1032,1.5112
2195,92,10,Sparseville,0.9924,-0.0042,-0.0041,-0.0753,0.0423,0.0865,1.4137
2195,92,10,GANopolis,1.0181,-0.0028,-0.0016,-0.0794,0.0002,0.0794,1.3742
2195,92,10,Gradient Grove,0.9975,0.0002,-0.0007,-0.1052,-0.0116,0.1059,1.5275
2195,92,10,Bayes Bay,1.0046,-0.0003,0.0002,-0.1048,0.0293,0.1088,1.5455
2195,92,10,ReLU Ridge,0.9968,-0.0043,-0.0045,-0.106,-0.0002,0.1066,1.5317
2195,92,10,Offshore B,0.9791,-0.0004,-0.0009,-0.0598,-0.0727,0.0942,1.4577
2196,92,11,Bayes Bay,1.012,-0.0015,-0.0009,-0.0812,0.0413,0.0913,1.4413
2196,92,11,Offshore A,1.0437,-0.0048,-0.0032,-0.1226,0.0233,0.1248,1.6475
2196,92,11,Tensorburg,1.0124,0.0,-0.0012,-0.1139,-0.018,0.1153,1.5862
2196,92,11,Gradient Grove,1.0252,0.0021,0.0011,-0.1158,-0.0152,0.1168,1.5959
2196,92,11,GANopolis,1.0264,-0.0042,-0.0027,-0.0728,0.0025,0.0728,1.3383
2196,92,11,ReLU Ridge,1.0172,-0.004,-0.0045,-0.1197,0.0449,0.1282,1.6729
2196,92,11,Offshore B,1.0237,-0.0017,-0.0025,-0.0498,-0.0688,0.0851,1.4061
2196,92,11,Sparseville,1.0147,-0.0042,-0.0042,-0.0803,0.0328,0.0868,1.4153
2197,92,12,ReLU Ridge,1.0317,-0.0042,-0.0047,-0.143,0.0734,0.1607,1.9024
2197,92,12,GANopolis,1.0495,-0.0032,-0.0019,-0.0571,0.0027,0.0571,1.2575
2197,92,12,Sparseville,1.0413,-0.0045,-0.0045,-0.0926,0.0133,0.0937,1.4548
2197,92,12,Offshore A,1.0523,-0.0012,0.0008,-0.1108,0.0252,0.1136,1.5757
2197,92,12,Offshore B,1.0264,-0.0012,-0.0021,-0.0185,-0.0638,0.0668,1.3065
2197,92,12,Bayes Bay,1.0383,-0.0019,-0.0015,-0.0634,0.0563,0.085,1.4051
2197,92,12,Tensorburg,1.0465,-0.0028,-0.0042,-0.1176,-0.0347,0.1227,1.6338
2197,92,12,Gradient Grove,1.0326,0.0042,0.0035,-0.1226,-0.0145,0.1235,1.6389
2198,92,13,Offshore A,1.0765,0.0023,0.0046,-0.0994,0.03,0.1039,1.515
2198,92,13,Sparseville,1.0463,-0.0042,-0.0043,-0.0982,0.0038,0.0983,1.4817
2198,92,13,Gradient Grove,1.0513,0.0027,0.0023,-0.1217,-0.025,0.1244,1.6445
2198,92,13,Tensorburg,1.0489,-0.0009,-0.0024,-0.1256,-0.0426,0.1327,1.7
2198,92,13,Offshore B,1.0448,-0.0011,-0.0021,0.0059,-0.0739,0.0745,1.3479
2198,92,13,GANopolis,1.0483,0.0003,0.0005,-0.0375,0.0008,0.0375,1.1622
2198,92,13,Bayes Bay,1.0315,0.0013,0.0012,-0.0535,0.0732,0.0907,1.4376
2198,92,13,ReLU Ridge,1.0472,-0.0027,-0.0029,-0.1572,0.0658,0.1706,1.9787
2199,92,14,Bayes Bay,1.0512,0.0049,0.0044,-0.0609,0.084,0.1038,1.5147
2199,92,14,Offshore B,1.0386,-0.0025,-0.0037,0.0285,-0.1077,0.1115,1.5646
2199,92,14,ReLU Ridge,1.0577,0.0018,0.0021,-0.1502,0.0485,0.1579,1.8819
2199,92,14,GANopolis,1.0659,0.0018,-0.0001,-0.0536,-0.0033,0.0537,1.2397
2199,92,14,Gradient Grove,1.0511,-0.0001,-0.0003,-0.1132,-0.0463,0.1226,1.6332
2199,92,14,Tensorburg,1.0683,0.0023,0.0008,-0.125,-0.0279,0.1281,1.6697
2199,92,14,Offshore A,1.0794,0.0023,0.0046,-0.0952,0.0373,0.1023,1.5058
2199,92,14,Sparseville,1.0623,-0.0037,-0.0037,-0.1042,-0.003,0.1042,1.5175
2200,92,15,Gradient Grove,1.0598,-0.0015,-0.0018,-0.0954,-0.0734,0.1207,1.6205
2200,92,15,Tensorburg,1.0724,0.0041,0.0026,-0.1117,-0.0212,0.1137,1.576
2200,92,15,Sparseville,1.0658,-0.0028,-0.0028,-0.1125,-0.0174,0.114,1.5778
2200,92,15,Offshore B,1.044,-0.0033,-0.0048,0.013,-0.1569,0.158,1.8833
2200,92,15,Bayes Bay,1.0582,0.004,0.0033,-0.0768,0.0905,0.1188,1.6084
2200,92,15,ReLU Ridge,1.0767,0.0028,0.0034,-0.1185,0.0427,0.126,1.6558
2200,92,15,GANopolis,1.0771,0.0025,0.0005,-0.0588,-0.0001,0.0589,1.2658
2200,92,15,Offshore A,1.0905,-0.0009,0.0013,-0.0938,0.0428,0.1031,1.5105
2201,92,16,Bayes Bay,1.0684,0.001,0.0003,-0.0976,0.0866,0.1306,1.6863
2201,92,16,Offshore A,1.1,-0.0037,-0.0018,-0.0976,0.0427,0.1065,1.5314
2201,92,16,Offshore B,1.0617,-0.0036,-0.005,-0.0034,-0.1747,0.175,2.0145
2201,92,16,Sparseville,1.0723,-0.0005,-0.0005,-0.1135,-0.0351,0.1189,1.6093
2201,92,16,Gradient Grove,1.0676,-0.0011,-0.0016,-0.084,-0.0868,0.1208,1.6213
2201,92,16,ReLU Ridge,1.0863,0.0007,0.0012,-0.0981,0.0441,0.1076,1.5387
2201,92,16,Tensorburg,1.0766,0.0032,0.0019,-0.1169,-0.0295,0.1206,1.6202
2201,92,16,GANopolis,1.0841,0.0025,0.0008,-0.0523,0.0168,0.0556,1.2493
2202,92,17,Tensorburg,1.0836,0.0015,0.0005,-0.1339,-0.0292,0.1372,1.7314
2202,92,17,Sparseville,1.081,0.0027,0.0027,-0.1177,-0.0531,0.1292,1.6768
2202,92,17,GANopolis,1.0889,0.0025,0.0015,-0.0406,0.0286,0.0498,1.2205
2202,92,17,Offshore A,1.1026,-0.0065,-0.005,-0.0993,0.0335,0.1049,1.5212
2202,92,17,ReLU Ridge,1.0902,-0.0011,-0.0008,-0.0749,0.0514,0.091,1.4393
2202,92,17,Bayes Bay,1.081,-0.0029,-0.0034,-0.1144,0.0726,0.1356,1.7201
2202,92,17,Offshore B,1.0765,-0.0037,-0.0048,-0.0213,-0.1473,0.1493,1.8174
2202,92,17,Gradient Grove,1.0897,-0.0009,-0.0016,-0.0817,-0.0704,0.1083,1.5424
2203,92,18,Sparseville,1.087,0.0029,0.0029,-0.1224,-0.058,0.1354,1.7188
2203,92,18,GANopolis,1.0954,0.0031,0.0026,-0.0685,0.0084,0.0697,1.3226
2203,92,18,Gradient Grove,1.1024,-0.002,-0.0027,-0.0764,-0.037,0.0853,1.4084
2203,92,18,Tensorburg,1.0893,0.0023,0.0024,-0.1459,-0.0063,0.1463,1.7952
2203,92,18,ReLU Ridge,1.0956,-0.0014,-0.0014,-0.0659,0.0669,0.094,1.4565
2203,92,18,Bayes Bay,1.0897,-0.0061,-0.0064,-0.1244,0.0521,0.1351,1.7164
2203,92,18,Offshore B,1.081,-0.0024,-0.0031,-0.0781,-0.1327,0.1548,1.8581
2203,92,18,Offshore A,1.1137,-0.0054,-0.0043,-0.0941,0.0251,0.0974,1.4765
2204,92,19,Tensorburg,1.0984,0.004,0.0042,-0.1362,0.0118,0.1368,1.7284
2204,92,19,Bayes Bay,1.1019,-0.0055,-0.0056,-0.1192,0.0252,0.1222,1.6304
2204,92,19,GANopolis,1.1094,0.0013,0.0011,-0.1052,-0.0048,0.1053,1.5244
2204,92,19,ReLU Ridge,1.1088,-0.0022,-0.0023,-0.0835,0.0698,0.109,1.5468
2204,92,19,Offshore B,1.1168,-0.0011,-0.0013,-0.0906,-0.0819,0.123,1.6394
2204,92,19,Gradient Grove,1.1292,-0.0019,-0.0023,-0.0531,0.0151,0.0571,1.2567
2204,92,19,Offshore A,1.1199,-0.003,-0.0023,-0.0918,0.0157,0.0931,1.4515
2204,92,19,Sparseville,1.1017,-0.0009,-0.0009,-0.1146,-0.0432,0.1226,1.6336
2205,92,20,GANopolis,1.1135,-0.0017,-0.0017,-0.1106,-0.0049,0.1107,1.5572
2205,92,20,Tensorburg,1.104,0.001,0.0011,-0.1091,0.0059,0.1094,1.5515
2205,92,20,Offshore B,1.1224,-0.0017,-0.0018,-0.0775,-0.0321,0.0845,1.4025
2205,92,20,Offshore A,1.0858,-0.0013,-0.0012,-0.0949,0.0034,0.095,1.4631
2205,92,20,Bayes Bay,1.1216,-0.0014,-0.0014,-0.105,-0.001,0.1051,1.5234
2205,92,20,ReLU Ridge,1.0951,-0.0035,-0.0035,-0.0965,0.0301,0.1028,1.5092
2205,92,20,Gradient Grove,1.1197,0.0004,0.0003,-0.0581,0.0349,0.0681,1.3136
2205,92,20,Sparseville,1.1245,-0.0018,-0.0018,-0.0994,-0.0036,0.1001,1.4928
2206,92,21,Offshore A,1.0517,-0.0018,-0.0022,-0.1398,-0.0035,0.1399,1.7538
2206,92,21,Sparseville,1.082,0.0012,0.0012,-0.0796,0.0342,0.0874,1.4185
2206,92,21,GANopolis,1.0677,-0.0025,-0.0024,-0.104,-0.001,0.1041,1.5165
2206,92,21,Offshore B,1.0918,-0.0026,-0.0027,-0.068,-0.0053,0.0683,1.3152
2206,92,21,ReLU Ridge,1.0543,-0.0028,-0.0028,-0.1061,-0.0267,0.1104,1.5559
2206,92,21,Bayes Bay,1.0729,-0.0007,-0.0006,-0.0674,0.0145,0.0703,1.3257
2206,92,21,Tensorburg,1.0513,-0.0026,-0.0029,-0.0562,-0.0231,0.0624,1.2843
2206,92,21,Gradient Grove,1.0849,0.002,0.0022,-0.1025,0.0309,0.1071,1.5366
2207,92,22,Sparseville,1.0123,0.0041,0.0039,-0.0787,0.0458,0.0912,1.4405
2207,92,22,GANopolis,1.0437,-0.0,0.0003,-0.124,0.0106,0.1245,1.6458
2207,92,22,Gradient Grove,1.048,0.0005,0.001,-0.1059,0.0162,0.1074,1.5376
2207,92,22,Offshore A,1.0282,-0.0026,-0.0033,-0.1573,0.0016,0.1573,1.8762
2207,92,22,Tensorburg,1.0252,-0.0058,-0.0065,-0.0631,-0.0323,0.0711,1.3303
